"chapter","verse","sanskrit","transliteration","translation_danish","translation_english","footnotes_translation_danish","footnotes_transliteration","footnotes_sanskrit"
"4","61","मनोदृश्यमिदं सर्वं यत्किञ्चित्सचराचरम् ।
मनसो ह्युन्मनीभावाद्द्वैतं नैवोपलभ्यते ॥६१॥","manodr̥śyam idaṃ sarvaṃ yat kiñcit sacarācaram |
manaso hy unmanībhāvād dvaitaṃ naivolabhyate || 4.61 ||","[4.61] Alt i denne verden, hvad enten det er bevægeligt eller
ubevægeligt, er sindets projektion. I sindets Unmanī-tilstand erfares
dualiteten slet ikke.","[4.61] All this movable and immovable world is mind. When the mind has attained to the unmanī avasthā, there is no dwaita (from the absence of the working of the mind.)",NA,NA,NA
"4","62","ज्ञेयवस्तुपरित्यागाद्विलयं याति मानसम् ।
मनसो विलये जाते कैवल्यमवशिष्यते ॥६२॥","jñeyavastuparityāgād vilayaṃ yāti mānasam |
manaso vilaye jāte kaivalyam avaśiṣyate || 4.62 ||","[4.62] Ved at opgive erkendbare objekter, går sindet i opløsning. Når
sindet er opløst, forbliver kun Kaivalya-tilstanden tilbage.[^206]","[4.62] Mind disappears by removing the knowable, and, on its disappearance, ātmā only remains behind.","[^206]: Kaivalya, 'adskillelse, isolation', er en udfrielsestilstand kendt som endemålet for sāṃkhya-yoga-traditionen, som Patañjalis klassiske yoga er det mest kendte udtryk for. Her opererer man med en radikal dualisme i form af en oprindelig adskillelse mellem ånd (puruṣa) og materie (prakr̥ti). Med verdens opståen er der sket en sammenblanding af disse to, som yoga kan medvirke til at ophæve. Udfrielse og forløsning består således i en adskillelse af ånd og materie og opnåelsen af en oprindelig uberørt tilstand (kaivalya) via indsigt og ret meditation, dvs. yoga i klassisk forstand.",NA,NA
"4","63","एवं नानाविधोपायाः सम्यक्स्वानुभवान्विताः ।
समाधिमार्गाः कथिताः पूर्वाचार्यैर्महात्मभिः ॥६३॥","evaṃ nānāvidhopāyāḥ samyak svānubhavānvitāḥ |
samādhimārgāḥ kathitāḥ pūrvācāryair mahātmabhiḥ || 4.63 ||","[4.63] Således er de mange metoder og veje til samādhi udledt af egne
personlige erfaringer og forkyndt af tidligere tiders store åndelige
lærere.","[4.63] The high-souled āchāryas (Teachers) of yore gained experience in the various methods of Samādhi themselves, and then they preached them to others.",NA,NA,NA
"4","64","सुषुम्नायै कुण्डलिन्यै सुधायै चन्द्रजन्मने ।
मनोन्मन्यै नमस्तुभ्यं महाशक्त्यै चिदात्मने ॥६४॥","suṣumnāyai kuṇḍalinyai sudhāyai candrajanmane |
manonmanyai namas tubhyaṃ mahāśaktyai cidātmane || 4.64 ||","[4.64] Hyldest til dig, Suṣumṇā, Kuṇḍalinī, Den månefødte nektar,
Manonmanī, Den store Śakti, hvis natur er bevidsthed.
Dette er Nādānusandhāna:","[4.64] Salutations to Thee, O Suṣumnā, to Thee O Kuṇḍalinī, to Thee O Sudhā, born of Chandra, to Thee O Manomnanī! to Thee O great power, energy and the intelligent spirit.",NA,NA,NA
"4","65","अथ नादानुसन्धानम्
अशक्यतत्त्वबोधानां मूढानामपि सम्मतम् ।
प्रोक्तं गोरक्षनाथेन नादोपासनमुच्यते ॥६५॥","atha nādānusandhānam
aśakyatattvabodhānāṃ mūḍhānām api sammatam |
proktaṃ gorakṣanāthena nādopāsanam ucyate || 4.65 ||","[4.65] Nādayoga, som den blev forklaret af Gorakṣanātha, siges at være
forståelig selv for de uvidende, som ikke har indsigt i sandheden.","[4.65] I will describe now the practice of anāhata nāda, as propounded by Gorakṣa Nātha, for the benefit of those who are unable to understand the principles of knowledge—a method, which is liked by the ignorant also.",NA,NA,NA
"4","66","श्री आदिनाथेन सपादकोटिलयप्रकाराः कथिता जयन्ति ।
नादानुसन्धानकमेकमेव मन्यामहे मुख्यतमं लयानाम् ॥६६॥","śrī ādināthena sapādakoṭi layaprakārāḥ kathitā jayanti |
nādānusandhānakam ekam eva manyāmahe mukhyatamaṃ layānām || 4.66","[4.66] Oh Sejrrige![^207] Der er toogenhalv million former for
layayoga, som er blevet fortalt af den Glorværdige Oprindelige Herre
Śiva. Vi anser én, nemlig nādānusandhāna,[^208] som den højeste form for
layayoga.","[4.66] ādinātha propounded 1¼ crore methods of trance, and they are all extant. Of these, the hearing of the anāhata nāda is the Only one, the chief, in my opinion.","[^207]: Jayantī 'Sejrrige' eller 'Sejrende' er navnet på en gudinde (jf. 4.27). Der kan dog også være tale om 'sejrende' former for layayoga.
[^208]: Nādānusandhāna, 'undersøgelse af [indre] lyd'.",NA,NA
"4","67","मुक्तासने स्थितो योगी मुद्रां सन्धाय शाम्भवीम् ।
शृणुयाद्दक्षिणे कर्णे नादमन्तस्थमेकधीः ॥६७॥","||
muktāsane sthito yogī mudrāṃ sandhāya śāmbhavīm |
śr̥ṇuyād dakṣiṇe karṇe nādam antastham ekadhīḥ || 4.67 ||","[4.67] En yogi siddende i Muktāsana, som har dannet Śāmbhavīmudrāen,
bør lytte med fuld opmærksomhed til den indre lyd i det højre øre.","[4.67] Sitting with Mukta āsana and with the Sāmbhavī Madill, the Yogī should hear the sound inside his right ear, with collected mind.",NA,NA,NA
"4","68","श्रवणपुटनयनयुगलघ्राणमुखानां निरोधनं कार्यम् ।
शुद्धसुषुम्नासरणौ स्फुटममलः श्रूयते नादः ॥६८॥","śravaṇapuṭanayanayugalaghrāṇamukhānāṃ nirodhanaṃ kāryam |
śuddhasuṣumṇāsaraṇau sphuṭam amalaḥ śrūyate nādaḥ || 4.68 ||","[4.68] Ved at dække indgangen til begge ører, begge øjne, næse og
mund,
høres en ren lyd tydeligt i den rene Suṣumṇa-kanal.","[4.68] The ears, the eyes, the nose, and the mouth should be closed and then the clear sound is heard in the passage of the Suṣumnā which has been cleansed of all its impurities.",NA,NA,NA
"4","69","आरम्भश्च घटश्चैव तथा परिचयोऽपि च ​।
निष्पत्तिः सर्वयोगेषु स्यादवस्थाचतुष्टयम् ॥६९॥","ārambhaś ca ghaṭaś caiva tathā paricayo'pi ca |
niṣpattiḥ sarvayogeṣu syād avasthācatuṣṭayam || 4.69 ||","[4.69] Der bør være fire stadier[^209] i alle former for yoga:
begyndelsesstadiet Ārambha, krukkestadiet Ghaṭa, opfyldningsstadiet
Paricaya og fuldendelsesstadiet Niṣpatti.
Dette er begyndelsesstadiet Ārambha:","[4.69] In all the Yogas, there are four states: (1) ārambha or the preliminary, (2) Ghata, or the state of a jar, (3) Parichaya (known), (4) niṣpatti (consumate.)","[^209]: Disse stadier forstås også som tilstande (āvasthā).",NA,NA
"4","70","अथारम्भावस्था
ब्रह्मग्रन्थेर्भवेद्भेदादानन्दः शून्यसम्भवः ।
विचित्रः क्वणको देहेऽनाहतः श्रूयते ध्वनिः ॥७०॥","atha ārambhāvasthā
brahmagranther bhaved bhedānandaḥ śūnyasambhavaḥ |
vicitraḥ kvaṇako dehe'nāhataḥ śrūyate dhvaniḥ || 4.70 ||","[4.70] Idet Brahmās knude[^210] splittes høres en evig lyd i kroppen,
der aldrig er slået an. Denne lyd er en frydefuld, farverig klingren som
findes i tomrummet.","[4.70] When the Brahma granthi (in the heart) is pierced through by Prāṇāyāma, then a sort of happiness is experienced in the vacuum of the heart, and the anāhat sounds, like various tinkling sounds of ornaments, are heard in the body.","[^210]: Brahmās knude antages af nogle at være placeret i rodcakraet og af andre i hjertet. I dette tilfælde er Brahmās knude placeret i hjertet, Viṣṇus knude i struben og Rudras knude mellem øjenbrynene.",NA,NA
"4","71","दिव्यदेहश्च तेजस्वी दिव्यगन्धस्त्वरोगवान् ।
सम्पूर्णहृदयः शून्य आरम्भे योगवान्भवेत् ॥७१॥","divyadehaś ca tejasvī divyagandhas tvarogavān |
sampūrṇahr̥dayaḥ śūnya ārambhe yogavān bhavet || 4.71 ||","[4.71] I begyndelsesstadiet opnår den, der praktiserer yoga, en
guddommelig krop, som er kraftfuld og fri for sygdomme, tom, med en
guddommelig duft og et fyldt hjerte.
Dette er krukkestadiet Ghaṭa:","[4.71] In the ārambha, a Yogī's body becomes divine, glowing, healthy, and emits a divine swell. The whole of his heart becomes void.",NA,NA,NA
"4","72","अथ घटावस्था
द्वितीयायां घटीकृत्य वायुर्भवति मध्यगः ।
दृढासनो भवेद्योगी ज्ञानी देवसमस्तथा ॥७२॥","atha ghaṭāvasthā
dvitīyāyāṃ ghaṭīkr̥tya vāyur bhavati madhyagaḥ |
dr̥ḍhāsano bhaved yogī jñānī devasamas tathā || 4.72 ||","[4.72] I det andet stadie, efter at have udført en kumbhaka,[^211]
ledes åndedrættet ind i midterste kanal. En yogi vil da være fast
forankret i āsanaerne, klog og lig guderne.","[4.72] In the second stage, the airs are united into one and begin moving in the middle channel. The Yogī's posture becomes firm, and he becomes wise like a god.","[^211]: Kumbhaka, 'krukke'. En åndedrætsteknik, hvor man holder vejret og omdanner lungerne til en 'krukke' eller 'gryde' af luft.",NA,NA
"4","73","विष्णुग्रन्थेस्ततो भेदात्परमानन्दसूचकः ।
अतिशून्ये विमर्दश्च भेरीशब्दस्तदा भवेत् ॥७३॥","viṣṇugranthes tato bhedāt paramānandasūcakaḥ |
atiśūnye vimardaś ca bherīśabdas tadā bhavet || 4.73 ||","[4.73] I kraft af splittelsen af Viṣṇus knude opstår en dunkende lyd
af en pauke i tomrummet, der er et udtryk for den højeste form for fryd.
Dette er opfyldningsstadiet Paricaya:","[4.73] By this means the Viṣṇu knot (in the throat) is pierced which is indicated by highest pleasure experienced, And then the Bherī sound (like the beating of a kettle drain) is evolved in the vacuum in the throat.",NA,NA,NA
"4","74","अथ परिचयावस्था
तृतीयायां तु विज्ञेयो विहायोमर्दलध्वनिः ।
महाशून्यं तदा याति सर्वसिद्धिसमाश्रयम् ॥७४॥","atha paricayāvasthā
tr̥tīyāyāṃ tu vijñeyo vihāyo mardaladhvaniḥ |
mahāśūnyaṃ tadā yāti sarvasiddhisamāśrayam || 4.74 ||","[4.74] I det tredje stadie bør en voldsom trommelyd erkendes,
hvorefter den trænger igennem til det store tomrum, hvor alle siddhier
findes.","[4.74] In the third stage, the sound of a drum is known to arise in tie Sūnya between the eyebrows, and then the Vāyu goes to the Mahāśūnya, which is the home of all the siddhīs.",NA,NA,NA
"4","75","चित्तानन्दं तदा जित्वा सहजानन्दसम्भवः ।
दोषदुःखजराव्याधिक्षुधानिद्राविवर्जितः ॥७५॥","cittānandaṃ tadā jitvā sahajānandasambhavaḥ |
doṣaduḥkhajarāvyādhikṣudhānidrāvivarjitaḥ || 4.75 ||","[4.75] Efter at have overvundet sindets fryd bliver yogien fyldt med
spontan fryd og derved fri for dårligdom, lidelse, alderdom, sygdom,
sult og træthed.
Dette er fuldendelsestadiet Nispatti:","[4.75] Conquering, then, the pleasures of the mind, ecstacy is spontaneously produced which is devoid of evils, pains, old age, disease, hunger and sleep.",NA,NA,NA
